T,M,E,X,C
2.2,0.785559947991884,-1.5471094842887079,4.556343596006196,1.4291715214664418
2.2214285714285715,0.7509572457526845,-1.5139244676272356,8.873519580118646,1.6504586788252824
2.242857142857143,0.7043770104191364,-1.4779188733553705,16.630701097219557,1.8266395089616594
2.2642857142857142,0.626844759212887,-1.437172090053077,52.75685167928668,2.195338333973181
2.285714285714286,0.43242801178523904,-1.3779386346384341,129.21489930307592,2.2848582649357625
2.3071428571428574,0.2940611539641295,-1.335436797663656,141.4208566311133,1.970894101301935
2.3285714285714287,0.18347442029340422,-1.2947666025519389,70.75658629600174,1.409192949627304
2.35,0.14112688836840476,-1.2642509220573017,48.642336753819066,1.384536478145423
2.3714285714285714,0.13187632002888264,-1.238505578537641,38.8273192702496,1.2075306896410647
2.392857142857143,0.1108416283313003,-1.211375048197352,29.27136833083141,1.1721445393744698
2.414285714285714,0.09369942932434683,-1.1881810174762528,19.33629054070425,1.0550723500864057
2.435714285714286,0.07694977555049945,-1.166208957471311,14.373022575322866,1.0410179295935942
2.4571428571428573,0.07112366068158524,-1.1450562749305493,13.142293273250607,0.939794307397394
2.4785714285714286,0.07112028348013674,-1.1250213125501674,11.476010071890729,0.894676142629922
2.5,0.06545927366895499,-1.1062047380462385,8.950986312280966,0.854478187525487
